ID_Cliente,Churn,Gênero,Idoso,Parceiro,Dependentes,MesesContrato,AssinaturaTelefone,MultiplasLinhas,AssinaturaInternet,SegurancaOnline,BackupOnline,ProtecaoDispositivo,SuporteTecnico,StreamingTV,StreamingFilmes,TipoContrato,FaturaOnline,FormaPagamento,Faturamento_Mensal,FaturamentoTotal,Contas_Diarias,Idade_Churn,Status_Cliente
2056-EVGZL,0,Masculino,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1 ano,No,Cartão de Crédito,105.75,7322.5,3.525,Menor que 65 anos,Permaneceu
2057-BOYKM,0,Feminino,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,2 anos,Yes,Transferência Bancária,96.6,6827.5,3.2199999999999998,Menor que 65 anos,Permaneceu
2057-ZBLPD,1,Feminino,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Mensal,Yes,Cheque Eletrônico,86.5,1808.7,2.8833333333333333,Igual ou maior que 65 anos,Saiu
2058-DCJBE,1,Masculino,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Cheque Eletrônico,69.75,324.6,2.325,Igual ou maior que 65 anos,Saiu
2061-VVFST,0,Feminino,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Transferência Bancária,19.5,805.2,0.65,Menor que 65 anos,Permaneceu
2065-MMKGR,0,Feminino,0,No,No,29,Yes,Yes,DSL,No,No,No,No,Yes,Yes,1 ano,Yes,Cartão de Crédito,71.0,2080.1,2.3666666666666667,Menor que 65 anos,Permaneceu
2067-QYTCF,0,Feminino,0,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Mensal,Yes,Cheque Eletrônico,111.15,6953.4,3.705,Menor que 65 anos,Permaneceu
2068-WWXQZ,0,Masculino,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Transferência Bancária,20.05,902,0.6683333333333333,Menor que 65 anos,Permaneceu
2070-FNEXE,1,Feminino,1,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Mensal,No,Transferência Bancária,76.45,503.6,2.5483333333333333,Igual ou maior que 65 anos,Saiu
2070-XYMFH,0,Feminino,1,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Mensal,Yes,Boleto Correio,79.35,1835.3,2.645,Menor que 65 anos,Permaneceu
2072-ZVJJX,0,Masculino,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Transferência Bancária,25.25,1728.2,0.8416666666666667,Menor que 65 anos,Permaneceu
2073-QBVBI,0,Feminino,0,Yes,No,41,No,No phone service,DSL,No,Yes,No,Yes,No,No,1 ano,No,Boleto Correio,35.45,1391.65,1.1816666666666669,Menor que 65 anos,Permaneceu
2074-GKOWZ,1,Masculino,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Transferência Bancária,89.55,185.55,2.985,Igual ou maior que 65 anos,Saiu
2074-GUHPQ,0,Feminino,0,No,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Mensal,Yes,Cartão de Crédito,92.7,1556.85,3.0900000000000003,Menor que 65 anos,Permaneceu
2075-PUEPR,0,Masculino,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Transferência Bancária,19.35,1153.25,0.645,Menor que 65 anos,Permaneceu
2075-RMJIK,0,Feminino,0,Yes,Yes,5,Yes,No,DSL,Yes,No,No,No,No,No,Mensal,Yes,Boleto Correio,49.4,232.55,1.6466666666666667,Menor que 65 anos,Permaneceu
2077-DDHJK,0,Feminino,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,2 anos,No,Cartão de Crédito,70.9,4911.35,2.3633333333333337,Menor que 65 anos,Permaneceu
2077-MPJQO,0,Masculino,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Cheque Eletrônico,75.4,533.05,2.5133333333333336,Menor que 65 anos,Permaneceu
2079-FBMZK,1,Feminino,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Boleto Correio,69.25,418.4,2.308333333333333,Igual ou maior que 65 anos,Saiu
2080-CAZNM,0,Feminino,1,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mensal,Yes,Cheque Eletrônico,104.4,4133.95,3.48,Menor que 65 anos,Permaneceu
2080-GKCWQ,0,Masculino,0,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Mensal,No,Cheque Eletrônico,74.95,151.75,2.4983333333333335,Menor que 65 anos,Permaneceu
2080-SRCDE,0,Feminino,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Boleto Correio,25.4,25.4,0.8466666666666666,Menor que 65 anos,Permaneceu
2081-KJSQF,0,Masculino,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Boleto Correio,20.25,20.25,0.675,Menor que 65 anos,Permaneceu
2081-VEYEH,0,Masculino,0,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Mensal,Yes,Cheque Eletrônico,107.95,318.6,3.5983333333333336,Menor que 65 anos,Permaneceu
2082-CEFLT,1,Masculino,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,Cheque Eletrônico,45.6,45.6,1.52,Igual ou maior que 65 anos,Saiu
2082-OJVTK,1,Masculino,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Mensal,Yes,Cheque Eletrônico,89.2,2698.35,2.9733333333333336,Igual ou maior que 65 anos,Saiu
2085-BOJKI,0,Masculino,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,1 ano,Yes,Transferência Bancária,96.65,1588.25,3.2216666666666667,Menor que 65 anos,Permaneceu
2085-JVGAD,0,Masculino,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Transferência Bancária,20.35,697.65,0.6783333333333333,Menor que 65 anos,Permaneceu
2087-QAREY,0,Feminino,0,Yes,No,22,Yes,No,DSL,No,Yes,Yes,No,No,No,Mensal,Yes,Boleto Correio,54.7,1178.75,1.8233333333333335,Menor que 65 anos,Permaneceu
2088-IEBAU,0,Feminino,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Cheque Eletrônico,88.15,6148.45,2.9383333333333335,Menor que 65 anos,Permaneceu
2091-GPPIQ,0,Feminino,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,2 anos,Yes,Cheque Eletrônico,78.95,5730.15,2.631666666666667,Menor que 65 anos,Permaneceu
2091-MJTFX,1,Feminino,0,Yes,Yes,30,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Mensal,No,Cartão de Crédito,51.2,1561.5,1.7066666666666668,Igual ou maior que 65 anos,Saiu
2091-RFFBA,1,Feminino,1,No,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Cheque Eletrônico,73.9,2217.15,2.4633333333333334,Igual ou maior que 65 anos,Saiu
2096-XOTMO,0,Feminino,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Boleto Correio,19.35,275.9,0.645,Menor que 65 anos,Permaneceu
2097-YVPKN,0,Masculino,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Boleto Correio,25.75,1654.75,0.8583333333333333,Menor que 65 anos,Permaneceu
2100-BDNSN,1,Feminino,0,Yes,No,5,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Mensal,No,Transferência Bancária,67.95,350.3,2.265,Igual ou maior que 65 anos,Saiu
2101-RANCD,0,Feminino,0,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Cheque Eletrônico,73.1,4144.9,2.4366666666666665,Menor que 65 anos,Permaneceu
2103-ZRXFN,0,Masculino,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Mensal,No,Boleto Correio,50.75,50.75,1.6916666666666667,Menor que 65 anos,Permaneceu
2105-PHWON,0,Feminino,0,Yes,No,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Mensal,Yes,Cartão de Crédito,95.0,3008.15,3.1666666666666665,Menor que 65 anos,Permaneceu
2107-FBPTK,0,Feminino,1,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Mensal,Yes,Cheque Eletrônico,104.1,3121.1,3.4699999999999998,Menor que 65 anos,Permaneceu
2108-GLPQB,0,Masculino,0,Yes,No,25,Yes,Yes,DSL,No,No,Yes,No,No,No,Mensal,No,Cartão de Crédito,55.55,1405.3,1.8516666666666666,Menor que 65 anos,Permaneceu
2108-XWMPY,1,Masculino,0,No,No,3,No,No phone service,DSL,Yes,Yes,No,No,No,No,Mensal,Yes,Boleto Correio,35.45,106.85,1.1816666666666669,Igual ou maior que 65 anos,Saiu
2108-YKQTY,1,Feminino,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Mensal,No,Cartão de Crédito,50.7,151.3,1.6900000000000002,Igual ou maior que 65 anos,Saiu
2111-DWYHN,0,Masculino,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Boleto Correio,21.1,21.1,0.7033333333333334,Menor que 65 anos,Permaneceu
2114-MGINA,1,Feminino,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Mensal,Yes,Boleto Correio,89.8,1129.1,2.993333333333333,Igual ou maior que 65 anos,Saiu
2115-BFTIW,1,Masculino,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,No,Boleto Correio,70.95,1767.35,2.365,Igual ou maior que 65 anos,Saiu
2120-SMPEX,0,Masculino,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Boleto Correio,20.15,536.35,0.6716666666666666,Menor que 65 anos,Permaneceu
2121-JAFOM,0,Feminino,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Cartão de Crédito,115.55,8312.4,3.8516666666666666,Menor que 65 anos,Permaneceu
2122-SZZZD,0,Masculino,0,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Cartão de Crédito,19.5,835.5,0.65,Menor que 65 anos,Permaneceu
2122-YWVYA,0,Feminino,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,No,No,No,Mensal,Yes,Cheque Eletrônico,75.4,1380.4,2.5133333333333336,Menor que 65 anos,Permaneceu
2123-AGEEN,0,Feminino,1,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Mensal,Yes,Cheque Eletrônico,84.35,609.65,2.8116666666666665,Menor que 65 anos,Permaneceu
2123-VSCOT,0,Feminino,0,Yes,Yes,59,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,2 anos,Yes,Transferência Bancária,72.1,4194.85,2.4033333333333333,Menor que 65 anos,Permaneceu
2126-GSEGL,0,Feminino,0,Yes,No,70,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Transferência Bancária,84.8,5917.55,2.8266666666666667,Menor que 65 anos,Permaneceu
2129-ALKBS,0,Feminino,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Cheque Eletrônico,26.2,1077.5,0.8733333333333333,Menor que 65 anos,Permaneceu
2133-TSRRM,0,Feminino,0,No,Yes,34,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Mensal,Yes,Transferência Bancária,105.35,3688.6,3.5116666666666663,Menor que 65 anos,Permaneceu
2135-DQWAQ,0,Feminino,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Mensal,Yes,Boleto Correio,85.3,420.45,2.8433333333333333,Menor que 65 anos,Permaneceu
2135-RXIHG,1,Masculino,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,Cheque Eletrônico,45.65,45.65,1.5216666666666667,Igual ou maior que 65 anos,Saiu
2137-DQMEV,0,Masculino,0,Yes,Yes,68,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,1 ano,No,Boleto Correio,44.8,2983.65,1.4933333333333332,Menor que 65 anos,Permaneceu
2138-VFAPZ,0,Feminino,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Boleto Correio,19.7,263.65,0.6566666666666666,Menor que 65 anos,Permaneceu
2139-FQHLM,0,Masculino,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Mensal,No,Boleto Correio,89.95,1682.4,2.9983333333333335,Menor que 65 anos,Permaneceu
2141-RRYGO,1,Feminino,0,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Mensal,Yes,Transferência Bancária,68.65,261.25,2.2883333333333336,Igual ou maior que 65 anos,Saiu
2143-LJULT,0,Feminino,0,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Cartão de Crédito,25.25,1733.15,0.8416666666666667,Menor que 65 anos,Permaneceu
2144-BFDSO,0,Feminino,1,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Mensal,No,Transferência Bancária,108.75,5431.9,3.625,Menor que 65 anos,Permaneceu
2144-ESWKO,0,Masculino,0,No,No,43,No,No phone service,DSL,Yes,No,Yes,No,No,No,1 ano,Yes,Cartão de Crédito,35.2,1463.7,1.1733333333333333,Menor que 65 anos,Permaneceu
2146-EGVDT,0,Masculino,0,Yes,Yes,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Cartão de Crédito,19.3,1192.7,0.6433333333333333,Menor que 65 anos,Permaneceu
2150-OEGBV,0,Masculino,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1 ano,No,Transferência Bancária,20.1,562.6,0.67,Menor que 65 anos,Permaneceu
2150-UWTFY,1,Feminino,0,Yes,Yes,22,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Mensal,No,Boleto Correio,61.15,1422.05,2.038333333333333,Igual ou maior que 65 anos,Saiu
2150-WLKUW,0,Feminino,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,Yes,No,1 ano,No,Transferência Bancária,63.9,2635,2.13,Menor que 65 anos,Permaneceu
2153-MREFK,1,Feminino,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,1 ano,Yes,Cheque Eletrônico,99.2,3754.6,3.3066666666666666,Igual ou maior que 65 anos,Saiu
2154-KVJFF,1,Feminino,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Mensal,Yes,Cheque Eletrônico,79.75,1111.85,2.658333333333333,Igual ou maior que 65 anos,Saiu
2155-AMQRX,0,Feminino,0,No,No,28,Yes,Yes,DSL,No,No,No,Yes,No,No,Mensal,Yes,Cartão de Crédito,54.9,1505.15,1.8299999999999998,Menor que 65 anos,Permaneceu
2157-MXBJS,1,Masculino,0,Yes,No,13,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,1 ano,Yes,Boleto Correio,75.3,989.45,2.51,Igual ou maior que 65 anos,Saiu
2159-TURXX,0,Masculino,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Cartão de Crédito,20.05,95.55,0.6683333333333333,Menor que 65 anos,Permaneceu
2160-GPFXD,0,Masculino,0,Yes,Yes,54,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,2 anos,Yes,Cartão de Crédito,65.65,3566.7,2.1883333333333335,Menor que 65 anos,Permaneceu
2162-FRZAA,0,Masculino,0,Yes,Yes,63,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,2 anos,No,Transferência Bancária,39.35,2395.05,1.3116666666666668,Menor que 65 anos,Permaneceu
2164-SOQXL,0,Feminino,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Boleto Correio,20.05,406.05,0.6683333333333333,Menor que 65 anos,Permaneceu
2165-VOEGB,1,Feminino,0,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,1 ano,Yes,Transferência Bancária,105.2,4822.85,3.506666666666667,Igual ou maior que 65 anos,Saiu
2167-FQSTQ,0,Feminino,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Cheque Eletrônico,92.4,6786.1,3.08,Menor que 65 anos,Permaneceu
2169-RRLFW,0,Feminino,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Cartão de Crédito,25.6,1888.25,0.8533333333333334,Menor que 65 anos,Permaneceu
2171-UDMFD,0,Masculino,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,Yes,Cartão de Crédito,19.45,674.55,0.6483333333333333,Menor que 65 anos,Permaneceu
2172-EJXVF,0,Feminino,1,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,1 ano,Yes,Cheque Eletrônico,105.9,7521.95,3.5300000000000002,Menor que 65 anos,Permaneceu
2176-LVPNX,0,Feminino,1,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Boleto Correio,89.85,6293.45,2.9949999999999997,Menor que 65 anos,Permaneceu
2176-OSJUV,0,Masculino,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,2 anos,No,Transferência Bancária,65.15,4681.75,2.171666666666667,Menor que 65 anos,Permaneceu
2178-PMGCJ,0,Masculino,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,No,Mensal,Yes,Boleto Correio,69.7,1490.4,2.3233333333333333,Menor que 65 anos,Permaneceu
2180-DXNEG,1,Feminino,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Mensal,Yes,Cheque Eletrônico,96.0,1062.1,3.2,Igual ou maior que 65 anos,Saiu
2181-TIDSV,0,Masculino,0,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Transferência Bancária,19.95,1303.25,0.6649999999999999,Menor que 65 anos,Permaneceu
2181-UAESM,0,Masculino,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Mensal,No,Cheque Eletrônico,53.45,119.5,1.7816666666666667,Menor que 65 anos,Permaneceu
2186-QZEYA,0,Feminino,1,No,No,29,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Mensal,Yes,Transferência Bancária,58.55,1718.95,1.9516666666666667,Menor que 65 anos,Permaneceu
2187-LZGPL,1,Feminino,0,No,No,7,No,No phone service,DSL,No,Yes,No,No,No,Yes,Mensal,Yes,Cartão de Crédito,40.1,293.3,1.3366666666666667,Igual ou maior que 65 anos,Saiu
2187-PKZAY,0,Masculino,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Mensal,Yes,Transferência Bancária,79.95,1043.4,2.665,Menor que 65 anos,Permaneceu
2188-SXWVT,0,Feminino,0,No,No,34,Yes,No,DSL,Yes,Yes,No,No,No,No,1 ano,No,Boleto Correio,55.0,1885.15,1.8333333333333333,Menor que 65 anos,Permaneceu
2189-UXTKY,1,Feminino,0,Yes,No,22,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Mensal,Yes,Cheque Eletrônico,79.2,1742.75,2.64,Igual ou maior que 65 anos,Saiu
2189-WWOEW,1,Feminino,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Mensal,Yes,Transferência Bancária,85.9,1269.55,2.8633333333333337,Igual ou maior que 65 anos,Saiu
2190-BCXEC,0,Feminino,0,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Mensal,Yes,Cartão de Crédito,78.85,3126.85,2.628333333333333,Menor que 65 anos,Permaneceu
2190-PHBHR,0,Feminino,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,2 anos,Yes,Cartão de Crédito,94.45,6921.7,3.1483333333333334,Menor que 65 anos,Permaneceu
2192-CKRLV,0,Feminino,0,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,2 anos,Yes,Cheque Eletrônico,49.2,3580.95,1.6400000000000001,Menor que 65 anos,Permaneceu
2192-OZITF,0,Feminino,0,No,No,45,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,2 anos,No,Boleto Correio,73.55,3349.1,2.4516666666666667,Menor que 65 anos,Permaneceu
2193-SFWQW,0,Masculino,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Transferência Bancária,111.95,8033.1,3.731666666666667,Menor que 65 anos,Permaneceu
2194-IIQOF,0,Feminino,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,No,Cartão de Crédito,89.3,6388.65,2.9766666666666666,Menor que 65 anos,Permaneceu
2195-VVRJF,0,Masculino,1,Yes,No,18,Yes,No,DSL,Yes,No,No,No,No,Yes,Mensal,Yes,Cartão de Crédito,59.1,1011.05,1.97,Menor que 65 anos,Permaneceu
2195-ZRVAX,1,Feminino,0,Yes,No,47,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Mensal,Yes,Cheque Eletrônico,85.3,4045.65,2.8433333333333333,Igual ou maior que 65 anos,Saiu
2197-OMWGI,0,Feminino,1,Yes,Yes,68,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,2 anos,Yes,Cheque Eletrônico,53.0,3656.25,1.7666666666666666,Menor que 65 anos,Permaneceu
2200-DSAAL,0,Feminino,0,No,No,68,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,2 anos,Yes,Cheque Eletrônico,80.65,5330.2,2.6883333333333335,Menor que 65 anos,Permaneceu
2202-CUYXZ,1,Masculino,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Mensal,Yes,Cheque Eletrônico,84.85,84.85,2.828333333333333,Igual ou maior que 65 anos,Saiu
2202-OUTMO,0,Feminino,0,Yes,No,34,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Mensal,Yes,Transferência Bancária,60.85,2003.6,2.0283333333333333,Menor que 65 anos,Permaneceu
2203-GHNWN,0,Feminino,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Mensal,Yes,Boleto Correio,79.65,1928.7,2.6550000000000002,Menor que 65 anos,Permaneceu
2205-LPVGL,0,Masculino,1,Yes,Yes,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,1 ano,Yes,Transferência Bancária,89.85,5125.75,2.9949999999999997,Menor que 65 anos,Permaneceu
2205-YMZZJ,1,Masculino,1,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Mensal,Yes,Cheque Eletrônico,84.8,546.95,2.8266666666666667,Igual ou maior que 65 anos,Saiu
2207-NHRJK,1,Masculino,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Mensal,No,Cheque Eletrônico,50.8,50.8,1.6933333333333331,Igual ou maior que 65 anos,Saiu
2207-OBZNX,1,Masculino,0,No,No,7,Yes,No,DSL,Yes,No,No,No,No,No,Mensal,Yes,Boleto Correio,51.0,354.05,1.7,Igual ou maior que 65 anos,Saiu
2207-QPJED,0,Feminino,1,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Mensal,No,Cheque Eletrônico,90.0,3371.75,3.0,Menor que 65 anos,Permaneceu
2207-RYYRL,0,Masculino,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Boleto Correio,24.55,1331.05,0.8183333333333334,Menor que 65 anos,Permaneceu
2208-MPXIO,0,Feminino,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,Yes,Transferência Bancária,20.0,886.4,0.6666666666666666,Menor que 65 anos,Permaneceu
2208-NKVVH,0,Masculino,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2 anos,No,Boleto Correio,24.25,1077.95,0.8083333333333333,Menor que 65 anos,Permaneceu
2208-NQBCT,0,Feminino,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Mensal,No,Cheque Eletrônico,81.95,2070.05,2.731666666666667,Menor que 65 anos,Permaneceu
2208-UGTGR,0,Masculino,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Mensal,No,Cheque Eletrônico,98.6,5581.05,3.2866666666666666,Menor que 65 anos,Permaneceu
2209-XADXF,0,Feminino,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Mensal,No,Transferência Bancária,25.25,25.25,0.8416666666666667,Menor que 65 anos,Permaneceu
2211-RMNHO,0,Feminino,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,2 anos,No,Transferência Bancária,85.3,5560,2.8433333333333333,Menor que 65 anos,Permaneceu
2212-LYASK,0,Masculino,0,Yes,Yes,27,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,1 ano,Yes,Cartão de Crédito,45.85,1246.4,1.5283333333333333,Menor que 65 anos,Permaneceu
2215-ZAFGX,0,Masculino,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Mensal,Yes,Cheque Eletrônico,85.5,791.7,2.85,Menor que 65 anos,Permaneceu
2219-MVUSO,1,Masculino,0,No,No,8,Yes,No,DSL,No,No,No,No,No,No,Mensal,Yes,Boleto Correio,45.15,438.4,1.505,Igual ou maior que 65 anos,Saiu
2220-IAHLS,0,Feminino,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Cartão de Crédito,19.4,19.4,0.6466666666666666,Menor que 65 anos,Permaneceu
2223-GDSHL,0,Masculino,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,2 anos,Yes,Transferência Bancária,116.05,8297.5,3.868333333333333,Menor que 65 anos,Permaneceu
2223-KAGMX,1,Feminino,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Mensal,No,Transferência Bancária,19.4,289.3,0.6466666666666666,Igual ou maior que 65 anos,Saiu
2225-ZRGSG,1,Feminino,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,2 anos,No,Transferência Bancária,93.9,6579.05,3.1300000000000003,Igual ou maior que 65 anos,Saiu
2226-ICFDO,0,Feminino,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,2 anos,Yes,Cartão de Crédito,85.9,6110.75,2.8633333333333337,Menor que 65 anos,Permaneceu
